order,priority,Status,originalFileName,mailkey,Mailing,testCell,Targeting,Test Description,Format,Paper,Cost,Quantity,inHomeDate,endDate,CPP
89,8,Mailed,2020-01-27 - SLMS034 LATE JAN 2020 - RALEIGH.CSV,RALEIGH,Shared Late January Cities,RALEIGH,Cities,RALEIGH,,,3000,100000,1/27/20,4/25/20,
90,9,Mailed,2020-01-27 - SLMS034 LATE JAN 2020 - SACRAMENTO.CSV,SACRAMENTO,Shared Late January Cities,SACRAMENTO,Cities,SACRAMENTO,,,3000,100000,1/27/20,4/25/20,
91,10,Mailed,2020-01-27 - SLMS034 LATE JAN 2020 - SALT LAKE CITY.CSV,SALT LAKE CITY,Shared Late January Cities,SALT LAKE CITY,Cities,SALT LAKE CITY,,,3000,100000,1/27/20,4/25/20,
92,11,Mailed,2020-01-27 - SLMS034 LATE JAN 2020 - SAN DIEGO.CSV,SAN DIEGO,Shared Late January Cities,SAN DIEGO,Cities,SAN DIEGO,,,3000,100000,1/27/20,4/25/20,
93,12,Mailed,2020-01-27 - SLMS034 LATE JAN 2020 - ST. LOUIS.CSV,ST. LOUIS,Shared Late January Cities,ST. LOUIS,Cities,ST. LOUIS,,,3000,100000,1/27/20,4/25/20,
94,1,Mailed,2020-02-11 - MID FEB 2020-ATLANTA.CSV,ATLANTA,Shared Mid February Cities,ATLANTA,Cities,ATLANTA,,,4500,150000,2/11/20,5/10/20,
95,2,Mailed,2020-02-11 - MID FEB 2020-CHARLOTTE.CSV,CHARLOTTE,Shared Mid February Cities,CHARLOTTE,Cities,CHARLOTTE,,,3000,100000,2/11/20,5/10/20,
96,3,Mailed,2020-02-11 - MID FEB 2020-COLORADO A.CSV,COLORADO A,Shared Mid February Cities,COLORADO,Cities,COLORADO,,,6000,200000,2/11/20,5/10/20,
96,4,Mailed,2020-02-11 - MID FEB 2020-COLORADO B.CSV,COLORADO B,Shared Mid February Cities,COLORADO,Cities,COLORADO,,,6000,200000,2/11/20,5/10/20,
97,5,Mailed,2020-02-11 - MID FEB 2020-LOUISIANA.CSV,LOUISIANA,Shared Mid February Cities,LOUISIANA,Cities,LOUISIANA,,,3000,100000,2/11/20,5/10/20,
98,6,Mailed,2020-02-11 - MID FEB 2020-MINNEAPOLIS STPAUL A.CSV,MINNEAPOLIS STPAUL A,Shared Mid February Cities,MINNEAPOLIS STPAUL,Cities,MINNEAPOLIS STPAUL,,,6000,200000,2/11/20,5/10/20,
98,7,Mailed,2020-02-11 - MID FEB 2020-MINNEAPOLIS STPAUL B.CSV,MINNEAPOLIS STPAUL B,Shared Mid February Cities,MINNEAPOLIS STPAUL,Cities,MINNEAPOLIS STPAUL,,,6000,200000,2/11/20,5/10/20,
99,8,Mailed,2020-02-11 - MID FEB 2020-MINNESOTA.CSV,MINNESOTA,Shared Mid February Cities,MINNESOTA,Cities,MINNESOTA,,,3000,100000,2/11/20,5/10/20,
100,9,Mailed,2020-02-11 - MID FEB 2020-MISSOURI KANSAS A.CSV,MISSOURI KANSAS A,Shared Mid February Cities,MISSOURI KANSAS,Cities,MISSOURI KANSAS,,,6000,200000,2/11/20,5/10/20,
100,10,Mailed,2020-02-11 - MID FEB 2020-MISSOURI KANSAS B.CSV,MISSOURI KANSAS B,Shared Mid February Cities,MISSOURI KANSAS,Cities,MISSOURI KANSAS,,,6000,200000,2/11/20,5/10/20,
101,11,Mailed,2020-02-11 - MID FEB 2020-SAN ANTONIO.CSV,SAN ANTONIO,Shared Mid February Cities,SAN ANTONIO,Cities,SAN ANTONIO,,,3000,100000,2/11/20,5/10/20,
102,12,Mailed,2020-02-11 - MID FEB 2020-SEATTLE A.CSV,SEATTLE A,Shared Mid February Cities,SEATTLE,Cities,SEATTLE,,,6000,200000,2/11/20,5/10/20,
102,13,Mailed,2020-02-11 - MID FEB 2020-SEATTLE B.CSV,SEATTLE B,Shared Mid February Cities,SEATTLE,Cities,SEATTLE,,,6000,200000,2/11/20,5/10/20,
103,14,Mailed,2020-02-11 - MID FEB 2020-TEXAS A.CSV,TEXAS A,Shared Mid February Cities,TEXAS,Cities,TEXAS,,,6000,200000,2/11/20,5/10/20,
103,15,Mailed,2020-02-11 - MID FEB 2020-TEXAS B.CSV,TEXAS B,Shared Mid February Cities,TEXAS,Cities,TEXAS,,,6000,200000,2/11/20,5/10/20,
104,16,Mailed,2020-02-11 - MID FEB 2020-WISCONSIN A.CSV,WISCONSIN A,Shared Mid February Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,2/11/20,5/10/20,
104,17,Mailed,2020-02-11 - MID FEB 2020-WISCONSIN B.CSV,WISCONSIN B,Shared Mid February Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,2/11/20,5/10/20,
105,1,Mailed,2020-02-25 - LATE FEB 2020-AUSTIN A.CSV,AUSTIN A,Shared Late February Cities ,AUSTIN,Cities,AUSTIN,,,6000,200000,2/25/20,5/24/20,
105,2,Mailed,2020-02-25 - LATE FEB 2020-AUSTIN B.CSV,AUSTIN B,Shared Late February Cities ,AUSTIN,Cities,AUSTIN,,,6000,200000,2/25/20,5/24/20,
106,3,Mailed,2020-02-25 - LATE FEB 2020-BAY AREA 1 A.CSV,BAY AREA 1 A,Shared Late February Cities ,EAST/NORTH BAY AREA,Cities,EAST/NORTH BAY AREA,,,6000,200000,2/25/20,5/24/20,
106,4,Mailed,2020-02-25 - LATE FEB 2020-BAY AREA 1 B.CSV,BAY AREA 1 B,Shared Late February Cities ,EAST/NORTH BAY AREA,Cities,EAST/NORTH BAY AREA,,,6000,200000,2/25/20,5/24/20,
107,5,Mailed,2020-02-25 - LATE FEB 2020-BAY AREA 2.CSV,BAY AREA 2,Shared Late February Cities ,SAN MATEO BAY AREA,Cities,SAN MATEO BAY AREA,,,3000,100000,2/25/20,5/24/20,
108,6,Mailed,2020-02-25 - LATE FEB 2020-GR NYC CONNECTICUT.CSV,GR NYC CONNECTICUT,Shared Late February Cities ,GR NYC CONNECTICUT,Cities,GR NYC CONNECTICUT,,,6000,200000,2/25/20,5/24/20,
109,7,Mailed,2020-02-25 - LATE FEB 2020-GR NYC WESTCHESTER.CSV,GR NYC WESTCHESTER,Shared Late February Cities ,GR NYC WESTCHESTER,Cities,GR NYC WESTCHESTER,,,6000,200000,2/25/20,5/24/20,
110,8,Mailed,2020-02-25 - LATE FEB 2020-GREATER CHICAGO A.CSV,GREATER CHICAGO A,Shared Late February Cities ,GREATER CHICAGO,Cities,GREATER CHICAGO,,,6000,200000,2/25/20,5/24/20,
110,9,Mailed,2020-02-25 - LATE FEB 2020-GREATER CHICAGO B.CSV,GREATER CHICAGO B,Shared Late February Cities ,GREATER CHICAGO,Cities,GREATER CHICAGO,,,6000,200000,2/25/20,5/24/20,
111,10,Mailed,2020-02-25 - LATE FEB 2020-GREATER LA A.CSV,GREATER LA A,Shared Late February Cities ,GREATER LA,Cities,GREATER LA,,,6000,200000,2/25/20,5/24/20,
111,11,Mailed,2020-02-25 - LATE FEB 2020-GREATER LA B.CSV,GREATER LA  B,Shared Late February Cities ,GREATER LA ,Cities,GREATER LA ,,,6000,200000,2/25/20,5/24/20,
112,12,Mailed,2020-02-25 - LATE FEB 2020-GREATER LA OC A.CSV,GREATER LA OC A,Shared Late February Cities ,GREATER LA OC,Cities,GREATER LA OC,,,6000,200000,2/25/20,5/24/20,
112,13,Mailed,2020-02-25 - LATE FEB 2020-GREATER LA OC B.CSV,GREATER LA OC B,Shared Late February Cities ,GREATER LA OC,Cities,GREATER LA OC,,,6000,200000,2/25/20,5/24/20,
113,14,Mailed,2020-02-25 - LATE FEB 2020-GREATER NYC LI.CSV,GREATER NYC LI,Shared Late February Cities ,GREATER NYC LI,Cities,GREATER NYC LI,,,3000,100000,2/25/20,5/24/20,
114,15,Mailed,2020-02-25 - LATE FEB 2020-GREATER NYC NJ A.CSV,GREATER NYC NJ A,Shared Late February Cities ,GREATER NYC NJ,Cities,GREATER NYC NJ,,,6000,200000,2/25/20,5/24/20,
114,16,Mailed,2020-02-25 - LATE FEB 2020-GREATER NYC NJ B.CSV,GREATER NYC NJ B,Shared Late February Cities ,GREATER NYC NJ,Cities,GREATER NYC NJ,,,6000,200000,2/25/20,5/24/20,
115,17,Mailed,2020-02-25 - LATE FEB 2020-HOUSTON A.CSV,HOUSTON A,Shared Late February Cities ,HOUSTON,Cities,HOUSTON,,,6000,200000,2/25/20,5/24/20,
115,18,Mailed,2020-02-25 - LATE FEB 2020-HOUSTON B.CSV,HOUSTON B,Shared Late February Cities ,HOUSTON,Cities,HOUSTON,,,6000,200000,2/25/20,5/24/20,
116,19,Mailed,2020-02-25 - LATE FEB 2020-LA A.CSV,LA A,Shared Late February Cities ,LA,Cities,LA,,,6000,200000,2/25/20,5/24/20,
116,20,Mailed,2020-02-25 - LATE FEB 2020-LA B.CSV,LA B,Shared Late February Cities ,LA,Cities,LA,,,6000,200000,2/25/20,5/24/20,
117,21,Mailed,2020-02-25 - LATE FEB 2020-MANHATTAN A.CSV,MANHATTAN A,Shared Late February Cities ,MANHATTAN,Cities,MANHATTAN,,,12000,400000,2/25/20,5/24/20,
117,22,Mailed,2020-02-25 - LATE FEB 2020-MANHATTAN B.CSV,MANHATTAN B,Shared Late February Cities ,MANHATTAN,Cities,MANHATTAN,,,12000,400000,2/25/20,5/24/20,
117,23,Mailed,2020-02-25 - LATE FEB 2020-MANHATTAN C.CSV,MANHATTAN C,Shared Late February Cities ,MANHATTAN,Cities,MANHATTAN,,,12000,400000,2/25/20,5/24/20,
117,24,Mailed,2020-02-25 - LATE FEB 2020-MANHATTAN D.CSV,MANHATTAN D,Shared Late February Cities ,MANHATTAN,Cities,MANHATTAN,,,12000,400000,2/25/20,5/24/20,
118,25,Mailed,2020-02-25 - LATE FEB 2020-NEW ORLEANS.CSV,NEW ORLEANS,Shared Late February Cities ,NEW ORLEANS,Cities,NEW ORLEANS,,,3000,100000,2/25/20,5/24/20,
119,26,Mailed,2020-02-25 - LATE FEB 2020-OMAHA.CSV,OMAHA,Shared Late February Cities ,OMAHA,Cities,OMAHA,,,3000,100000,2/25/20,5/24/20,
120,27,Mailed,2020-02-25 - LATE FEB 2020-ORLANDO.CSV,ORLANDO,Shared Late February Cities ,ORLANDO,Cities,ORLANDO,,,3000,100000,2/25/20,5/24/20,
121,28,Mailed,2020-02-25 - LATE FEB 2020-PHOENIX.CSV,PHOENIX,Shared Late February Cities ,PHOENIX,Cities,PHOENIX,,,3000,100000,2/25/20,5/24/20,
122,29,Mailed,2020-02-25 - LATE FEB 2020-SILICON VALLEY A.CSV,SILICON VALLEY A,Shared Late February Cities ,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,2/25/20,5/24/20,
122,30,Mailed,2020-02-25 - LATE FEB 2020-SILICON VALLEY B.CSV,SILICON VALLEY B,Shared Late February Cities ,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,2/25/20,5/24/20,
123,1,Mailed,2020-03-12 - SLMS039 SHARED 031220 - BOSTON A.CSV,BOSTON A,Shared Mid March Cities,BOSTON,Cities,BOSTON,,,6000,200000,3/12/20,6/9/20,
123,2,Mailed,2020-03-12 - SLMS039 SHARED 031220 - BOSTON B.CSV,BOSTON B,Shared Mid March Cities,BOSTON,Cities,BOSTON,,,6000,200000,3/12/20,6/9/20,
124,3,Mailed,2020-03-12 - SLMS039 SHARED 031220 - CHICAGO A.CSV,CHICAGO A,Shared Mid March Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,3/12/20,6/9/20,
124,4,Mailed,2020-03-12 - SLMS039 SHARED 031220 - CHICAGO B.CSV,CHICAGO B,Shared Mid March Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,3/12/20,6/9/20,
125,5,Mailed,2020-03-12 - SLMS039 SHARED 031220 - COLUMBUS.CSV,COLUMBUS,Shared Mid March Cities,COLUMBUS,Cities,COLUMBUS,,,3000,100000,3/12/20,6/9/20,
126,6,Mailed,2020-03-12 - SLMS039 SHARED 031220 - DALLAS FT WORTH A.CSV,DALLAS FT WORTH A,Shared Mid March Cities,DALLAS FT WORTH,Cities,DALLAS FT WORTH,,,6000,200000,3/12/20,6/9/20,
126,7,Mailed,2020-03-12 - SLMS039 SHARED 031220 - DALLAS FT WORTH B.CSV,DALLAS FT WORTH B,Shared Mid March Cities,DALLAS FT WORTH,Cities,DALLAS FT WORTH,,,6000,200000,3/12/20,6/9/20,
127,8,Mailed,2020-03-12 - SLMS039 SHARED 031220 - DC A.CSV,DC A,Shared Mid March Cities,DC,Cities,DC,,,6000,200000,3/12/20,6/9/20,
127,9,Mailed,2020-03-12 - SLMS039 SHARED 031220 - DC B.CSV,DC B,Shared Mid March Cities,DC,Cities,DC,,,6000,200000,3/12/20,6/9/20,
128,10,Mailed,2020-03-12 - SLMS039 SHARED 031220 - DENVER.CSV,DENVER,Shared Mid March Cities,DENVER,Cities,DENVER,,,3000,100000,3/12/20,6/9/20,
129,11,Mailed,2020-03-12 - SLMS039 SHARED 031220 - GREATER BOSTON A.CSV,GREATER BOSTON A,Shared Mid March Cities,GREATER BOSTON,Cities,GREATER BOSTON,,,6000,200000,3/12/20,6/9/20,
129,12,Mailed,2020-03-12 - SLMS039 SHARED 031220 - GREATER BOSTON B.CSV,GREATER BOSTON B,Shared Mid March Cities,GREATER BOSTON,Cities,GREATER BOSTON,,,6000,200000,3/12/20,6/9/20,
130,13,Mailed,2020-03-12 - SLMS039 SHARED 031220 - GREATER CHICAGO A.CSV,GREATER CHICAGO A,Shared Mid March Cities,GREATER CHICAGO,Cities,GREATER CHICAGO,,,6000,200000,3/12/20,6/9/20,
130,14,Mailed,2020-03-12 - SLMS039 SHARED 031220 - GREATER CHICAGO B.CSV,GREATER CHICAGO B,Shared Mid March Cities,GREATER CHICAGO,Cities,GREATER CHICAGO,,,6000,200000,3/12/20,6/9/20,
131,15,Mailed,2020-03-12 - SLMS039 SHARED 031220 - GREATER DALLAS A.CSV,GREATER DALLAS A,Shared Mid March Cities,GREATER DALLAS,Cities,GREATER DALLAS,,,6000,200000,3/12/20,6/9/20,
131,16,Mailed,2020-03-12 - SLMS039 SHARED 031220 - GREATER DALLAS B.CSV,GREATER DALLAS B,Shared Mid March Cities,GREATER DALLAS,Cities,GREATER DALLAS,,,6000,200000,3/12/20,6/9/20,
132,17,Mailed,2020-03-12 - SLMS039 SHARED 031220 - HOUSTON A.CSV,HOUSTON A,Shared Mid March Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,3/12/20,6/9/20,
132,18,Mailed,2020-03-12 - SLMS039 SHARED 031220 - HOUSTON B.CSV,HOUSTON B,Shared Mid March Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,3/12/20,6/9/20,
133,19,Mailed,2020-03-12 - SLMS039 SHARED 031220 - LA A.CSV,LA A,Shared Mid March Cities,LA,Cities,LA,,,6000,200000,3/12/20,6/9/20,
133,20,Mailed,2020-03-12 - SLMS039 SHARED 031220 - LA B.CSV,LA B,Shared Mid March Cities,LA,Cities,LA,,,6000,200000,3/12/20,6/9/20,
134,21,Mailed,2020-03-12 - SLMS039 SHARED 031220 - MANHATTAN A.CSV,MANHATTAN A,Shared Mid March Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,3/12/20,6/9/20,
134,22,Mailed,2020-03-12 - SLMS039 SHARED 031220 - MANHATTAN B.CSV,MANHATTAN B,Shared Mid March Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,3/12/20,6/9/20,
134,23,Mailed,2020-03-12 - SLMS039 SHARED 031220 - MANHATTAN C.CSV,MANHATTAN C,Shared Mid March Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,3/12/20,6/9/20,
134,24,Mailed,2020-03-12 - SLMS039 SHARED 031220 - MANHATTAN D.CSV,MANHATTAN D,Shared Mid March Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,3/12/20,6/9/20,
135,25,Mailed,2020-03-12 - SLMS039 SHARED 031220 - MIAMI.CSV,MIAMI,Shared Mid March Cities,MIAMI,Cities,MIAMI,,,3000,100000,3/12/20,6/9/20,
136,26,Mailed,2020-03-12 - SLMS039 SHARED 031220 - N CENTRAL CALI A.CSV,N CENTRAL CALI A,Shared Mid March Cities,N CENTRAL CALI,Cities,N CENTRAL CALI,,,6000,200000,3/12/20,6/9/20,
136,27,Mailed,2020-03-12 - SLMS039 SHARED 031220 - N CENTRAL CALI B.CSV,N CENTRAL CALI B,Shared Mid March Cities,N CENTRAL CALI,Cities,N CENTRAL CALI,,,6000,200000,3/12/20,6/9/20,
137,28,Mailed,2020-03-12 - SLMS039 SHARED 031220 - SOUTH CAROLINA.CSV,SOUTH CAROLINA,Shared Mid March Cities,SOUTH CAROLINA,Cities,SOUTH CAROLINA,,,3000,100000,3/12/20,6/9/20,
138,29,Mailed,2020-03-12 - SLMS039 SHARED 031220 - UPSTATE NY.CSV,UPSTATE NY,Shared Mid March Cities,UPSTATE NY,Cities,UPSTATE NY,,,3000,100000,3/12/20,6/9/20,
139,1,Mailed,2020-03-25 - 367277-B1032520 SLMS040 LATE MARCH 2020-GR DC MARYLAND A.CSV,GR DC MARYLAND A,Shared Late March Cities,GR DC MARYLAND,Cities,GR DC MARYLAND,,,6000,200000,3/25/20,6/22/20,
139,2,Mailed,2020-03-25 - 367277-B1032520 SLMS040 LATE MARCH 2020-GR DC MARYLAND B.CSV,GR DC MARYLAND B,Shared Late March Cities,GR DC MARYLAND,Cities,GR DC MARYLAND,,,6000,200000,3/25/20,6/22/20,
140,3,Mailed,2020-03-25 - 367277-B1032520 SLMS040 LATE MARCH 2020-GR DC VIRGINIA A.CSV,GR DC VIRGINIA A,Shared Late March Cities,GR DC VIRGINIA,Cities,GR DC VIRGINIA,,,6000,200000,3/25/20,6/22/20,
140,4,Mailed,2020-03-25 - 367277-B1032520 SLMS040 LATE MARCH 2020-GR DC VIRGINIA B.CSV,GR DC VIRGINIA B,Shared Late March Cities,GR DC VIRGINIA,Cities,GR DC VIRGINIA,,,6000,200000,3/25/20,6/22/20,
141,5,Mailed,2020-03-25 - 367277-B1032520 SLMS040 LATE MARCH 2020-PACIFIC NW A.CSV,PACIFIC NW A,Shared Late March Cities,PACIFIC NW,Cities,PACIFIC NW,,,6000,200000,3/25/20,6/22/20,
141,6,Mailed,2020-03-25 - 367277-B1032520 SLMS040 LATE MARCH 2020-PACIFIC NW B.CSV,PACIFIC NW B,Shared Late March Cities,PACIFIC NW,Cities,PACIFIC NW,,,6000,200000,3/25/20,6/22/20,
142,7,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - BALTIMORE.CSV,BALTIMORE,Shared Late March Cities,BALTIMORE,Cities,BALTIMORE,,,3000,100000,3/25/20,6/22/20,
143,8,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - DETROIT.CSV,DETROIT,Shared Late March Cities,DETROIT,Cities,DETROIT,,,3000,100000,3/25/20,6/22/20,
144,9,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - FORT LAUDERDALE.CSV,FORT LAUDERDALE,Shared Late March Cities,FORT LAUDERDALE,Cities,FORT LAUDERDALE,,,3000,100000,3/25/20,6/22/20,
145,10,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - ILLINOIS.CSV,ILLINOIS,Shared Late March Cities,ILLINOIS,Cities,ILLINOIS,,,4500,150000,3/25/20,6/22/20,
146,11,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - INDIANAPOLIS.CSV,INDIANAPOLIS,Shared Late March Cities,INDIANAPOLIS,Cities,INDIANAPOLIS,,,3000,100000,3/25/20,6/22/20,
147,12,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - LAS VEGAS A.CSV,LAS VEGAS A,Shared Late March Cities,LAS VEGAS,Cities,LAS VEGAS,,,6000,200000,3/25/20,6/22/20,
147,13,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - LAS VEGAS B.CSV,LAS VEGAS B,Shared Late March Cities,LAS VEGAS,Cities,LAS VEGAS,,,6000,200000,3/25/20,6/22/20,
148,14,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - LOUISVILLE.CSV,LOUISVILLE,Shared Late March Cities,LOUISVILLE,Cities,LOUISVILLE,,,3000,100000,3/25/20,6/22/20,
149,15,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - MILWAUKEE.CSV,MILWAUKEE,Shared Late March Cities,MILWAUKEE,Cities,MILWAUKEE,,,3000,100000,3/25/20,6/22/20,
150,16,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - PHILADELPHIA.CSV,PHILADELPHIA,Shared Late March Cities,PHILADELPHIA,Cities,PHILADELPHIA,,,3000,100000,3/25/20,6/22/20,
151,17,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - PORTLAND.CSV,PORTLAND,Shared Late March Cities,PORTLAND,Cities,PORTLAND,,,3000,100000,3/25/20,6/22/20,
152,18,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - QUEENS.CSV,QUEENS,Shared Late March Cities,QUEENS,Cities,QUEENS,,,3000,100000,3/25/20,6/22/20,
153,19,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - SF A.CSV,SF A,Shared Late March Cities,SF,Cities,SF,,,6000,200000,3/25/20,6/22/20,
153,20,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - SF B.CSV,SF B,Shared Late March Cities,SF,Cities,SF,,,6000,200000,3/25/20,6/22/20,
154,21,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - SILICON VALLEY A.CSV,SILICON VALLEY A,Shared Late March Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,3/25/20,6/22/20,
154,22,Mailed,2020-03-25 - SLMS040 LATE MAR CITIES - SILICON VALLEY B.CSV,SILICON VALLEY B,Shared Late March Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,3/25/20,6/22/20,
155,1,Mailed,2020-04-30 - SLMS043 IN HOME 043020-DC A.CSV,DC A,Shared Late April Cities,DC,Cities,DC,,,6000,200000,4/30/20,7/28/20,
155,2,Mailed,2020-04-30 - SLMS043 IN HOME 043020-DC B.CSV,DC B,Shared Late April Cities,DC,Cities,DC,,,6000,200000,4/30/20,7/28/20,
156,3,Mailed,2020-04-30 - SLMS043 IN HOME 043020-DENVER.CSV,DENVER,Shared Late April Cities,DENVER,Cities,DENVER,,,3000,100000,4/30/20,7/28/20,
157,4,Mailed,2020-04-30 - SLMS043 IN HOME 043020-LA A.CSV,LA A,Shared Late April Cities,LA,Cities,LA,,,6000,200000,4/30/20,7/28/20,
157,5,Mailed,2020-04-30 - SLMS043 IN HOME 043020-LA B.CSV,LA B,Shared Late April Cities,LA,Cities,LA,,,6000,200000,4/30/20,7/28/20,
158,1,Mailed,2020-05-11 - SLMS045 MID MAY 2020-BAY AREA 1 A.CSV,BAY AREA 1 A,Shared Mid May Cities,EAST/NORTH BAY AREA,Cities,EAST/NORTH BAY AREA,,,6000,200000,5/11/20,8/8/20,
158,2,Mailed,2020-05-11 - SLMS045 MID MAY 2020-BAY AREA 1 B.CSV,BAY AREA 1 B,Shared Mid May Cities,EAST/NORTH BAY AREA,Cities,EAST/NORTH BAY AREA,,,6000,200000,5/11/20,8/8/20,
159,3,Mailed,2020-05-11 - SLMS045 MID MAY 2020-PORTLAND.CSV,PORTLAND,Shared Mid May Cities,PORTLAND,Cities,PORTLAND,,,3000,100000,5/11/20,8/8/20,
160,4,Mailed,2020-05-11 - SLMS045 MID MAY 2020-SAN DIEGO.CSV,SAN DIEGO,Shared Mid May Cities,SAN DIEGO,Cities,SAN DIEGO,,,3000,100000,5/11/20,8/8/20,
161,5,Mailed,2020-05-11 - SLMS045 MID MAY 2020-SF A.CSV,SF A,Shared Mid May Cities,SF,Cities,SF,,,6000,200000,5/11/20,8/8/20,
161,6,Mailed,2020-05-11 - SLMS045 MID MAY 2020-SF B.CSV,SF B,Shared Mid May Cities,SF,Cities,SF,,,6000,200000,5/11/20,8/8/20,
162,1,Mailed,2020-05-20 - SLMS046 MAY 2020 - ATLANTA.CSV,ATLANTA,Shared Late May Cities,ATLANTA,Cities,ATLANTA,,,4500,150000,5/20/20,8/17/20,
163,2,Mailed,2020-05-20 - SLMS046 MAY 2020 - AUSTIN A.CSV,AUSTIN A,Shared Late May Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,5/20/20,8/17/20,
163,3,Mailed,2020-05-20 - SLMS046 MAY 2020 - AUSTIN B.CSV,AUSTIN B,Shared Late May Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,5/20/20,8/17/20,
164,4,Mailed,2020-05-20 - SLMS046 MAY 2020 - BAY AREA 2.CSV,BAY AREA 2,Shared Late May Cities,SAN MATEO BAY AREA,Cities,SAN MATEO BAY AREA,,,3000,100000,5/20/20,8/17/20,
165,5,Mailed,2020-05-20 - SLMS046 MAY 2020 - LA A.CSV,LA A,Shared Late May Cities,LA,Cities,LA,,,6000,200000,5/20/20,8/17/20,
165,6,Mailed,2020-05-20 - SLMS046 MAY 2020 - LA B.CSV,LA B,Shared Late May Cities,LA,Cities,LA,,,6000,200000,5/20/20,8/17/20,
166,7,Mailed,2020-05-20 - SLMS046 MAY 2020 - PHOENIX.CSV,PHOENIX,Shared Late May Cities,PHOENIX,Cities,PHOENIX,,,3000,100000,5/20/20,8/17/20,
167,8,Mailed,2020-05-20 - SLMS046 MAY 2020 - SILICON VALLEY A.CSV,SILICON VALLEY A,Shared Late May Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,5/20/20,8/17/20,
167,9,Mailed,2020-05-20 - SLMS046 MAY 2020 - SILICON VALLEY B.CSV,SILICON VALLEY B,Shared Late May Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,5/20/20,8/17/20,
168,1,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-CHICAGO A.CSV,CHICAGO A,Shared Mid June Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,6/12/20,9/9/20,
168,2,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-CHICAGO B.CSV,CHICAGO B,Shared Mid June Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,6/12/20,9/9/20,
169,3,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-DALLAS FT WORTH A.CSV,DALLAS FT WORTH A,Shared Mid June Cities,DALLAS FT WORTH,Cities,DALLAS FT WORTH,,,6000,200000,6/12/20,9/9/20,
169,4,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-DALLAS FT WORTH B.CSV,DALLAS FT WORTH B,Shared Mid June Cities,DALLAS FT WORTH,Cities,DALLAS FT WORTH,,,6000,200000,6/12/20,9/9/20,
170,5,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-DC A.CSV,DC A,Shared Mid June Cities,DC,Cities,DC,,,6000,200000,6/12/20,9/9/20,
170,6,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-DC B.CSV,DC B,Shared Mid June Cities,DC,Cities,DC,,,6000,200000,6/12/20,9/9/20,
171,7,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-GREATER LA OC A.CSV,GREATER LA OC A,Shared Mid June Cities,GREATER LA OC,Cities,GREATER LA OC,,,6000,200000,6/12/20,9/9/20,
171,8,Mailed,2020-06-12 - SLMS048 SHARED MID JUNE-GREATER LA OC B.CSV,GREATER LA OC B,Shared Mid June Cities,GREATER LA OC,Cities,GREATER LA OC,,,6000,200000,6/12/20,9/9/20,
172,1,Mailed,2020-06-26 - SLMS049 SHARED CITY JUNE - HOUSTON A.CSV,HOUSTON A,Shared Late June Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,6/26/20,9/23/20,
